proc xmin xmax y yerr
qcd 200.0 270.0 2.36597472281e-07 2.35356022048e-07
qcd 270.0 350.0 1.65618234594e-14 1.64749222611e-14
qcd 350.0 550.0 1.65618234594e-14 1.64749222611e-14
dibosons 200.0 270.0 0.651830613613 0.199430423555
dibosons 270.0 350.0 0.193611994386 0.0592961515601
dibosons 350.0 550.0 0.0187939181924 0.00575635203462
stop 200.0 270.0 0.735756039619 0.211133117393
stop 270.0 350.0 0.134177967906 0.0385079038359
stop 350.0 550.0 0.0123071949929 0.0035340251483
wjets 200.0 270.0 5.77733755112 0.656168585677
wjets 270.0 350.0 1.64760327339 0.20465519774
wjets 350.0 550.0 0.191423520446 0.0238730125062
ttbar 200.0 270.0 7.21385478973 0.351044024149
ttbar 270.0 350.0 1.38879930973 0.135430581283
ttbar 350.0 550.0 0.0903648808599 0.0168424127655
zvv 200.0 270.0 12.1304473877 0.584823061276
zvv 270.0 350.0 3.14220547676 0.225711523991
zvv 350.0 550.0 0.578204810619 0.0468580278824
vh 200.0 270.0 0.368812292814 0.0707299028975
vh 270.0 350.0 0.153641566634 0.029465750662
vh 350.0 550.0 0.0359844304621 0.00690150761681
